号牌号码,罚款金额,记分值,违法时间,违法行为,违法地点,是否处理,缴款状态,号牌种类
浙H6462T,100,3,2018-03-05 15:39,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙H6470G,200,3,2020-05-21 14:06,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1776公里550米  华埠镇永丰村路段,已处理,已交款,小型汽车
浙H6470G,100,3,2020-04-16 16:34,机动车违反禁止标线指示的,鹿溪北路的文教路路口,已处理,已交款,小型汽车
浙H6470G,100,3,2020-03-20 08:17,机动车违反禁止标线指示的,定阳南路路口,已处理,已交款,小型汽车
浙H6470G,100,3,2020-03-10 08:20,机动车违反禁止标线指示的,沪瑞线472公里450米,已处理,已交款,小型汽车
浙H6470G,50,0,2019-09-26 14:59,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区江东大道(江东大道城中路路口至北关路口路段),已处理,已交款,小型汽车
浙H6470G,50,0,2019-09-18 16:39,不按规定临时停车影响其他车辆和行人通行的,江山市区景星西路(景星西路农贸路口至成坤路口路段),已处理,已交款,小型汽车
浙H6470G,100,2,2019-08-24 13:48,不按所需行进方向驶入导向车道的,鹿溪南路-环城南路路口西口,已处理,已交款,小型汽车
浙H6470G,200,3,2019-06-04 14:42,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,江山市江广线0007KM500M（平岗山路口）,已处理,已交款,小型汽车
浙H6470G,200,3,2019-03-12 17:52,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙H6470G,200,3,2019-03-12 06:42,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,江山市江广线0007KM500M（平岗山路口）,已处理,已交款,小型汽车
浙H6463R,200,6,2020-08-21 11:23,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江溪线(S221)13公里175米大陈乡乌龙村村口路段,已处理,已交款,小型汽车
浙H6463R,100,3,2020-06-07 14:17,机动车违反禁止标线指示的,西山路南二街路口,已处理,已交款,小型汽车
浙H6463R,100,3,2019-03-25 17:25,机动车违反禁令标志指示的,江山市区环城西路(环城西路的雪泉街路口),已处理,已交款,小型汽车
浙H6463R,50,0,2018-12-18 11:05,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路(云宾路鹿溪路口至县河东路路口路段),已处理,已交款,小型汽车
浙H6463R,100,3,2018-10-31 10:19,机动车违反禁止标线指示的,江山市鹿溪路-中山路路口东口,已处理,已交款,小型汽车
浙H6463R,50,0,2018-10-28 14:28,不按规定临时停车影响其他车辆和行人通行的,天马路常山汽车站门口路段,已处理,已交款,小型汽车
浙H6463R,100,3,2018-09-17 15:20,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙H6463R,100,3,2018-09-01 16:59,机动车违反禁令标志指示的,荷花东路-荷二路北口,已处理,已交款,小型汽车
浙H6463R,150,0,2018-07-31 10:18,不按规定停放影响其他车辆和行人通行的,江山市区南二街(南二街航埠山路口至解放南路口路段),已处理,已交款,小型汽车
浙H6463R,50,0,2018-07-09 15:50,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区环城西路(环城西路云宾路路口至中山路路口路段),已处理,已交款,小型汽车
浙H6471P,100,3,2020-04-29 07:39,人行道不停车让行的,天马路傥溪路路口,已处理,已交款,小型汽车
浙H6471P,100,2,2019-06-08 18:14,不按所需行进方向驶入导向车道的,凝秀北路-文教路南口,已处理,已交款,小型汽车
浙H6471P,100,2,2019-03-09 16:09,不按所需行进方向驶入导向车道的,江山市站前大道鹿溪北路口北口,已处理,已交款,小型汽车
浙H6471P,50,0,2019-01-30 08:33,不按规定临时停车影响其他车辆和行人通行的,江山市石门镇延龄街与北街路口（违停）,已处理,已交款,小型汽车
浙H6471P,50,0,2019-01-17 16:01,不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪路(鹿溪路环城南路路口至鹿溪路城中路路口路段),已处理,已交款,小型汽车
浙H6471P,200,3,2018-10-29 11:33,机动车逆向行驶的,滨江南路-经四路路口东口,已处理,已交款,小型汽车
浙H6471P,100,3,2018-07-14 16:01,机动车违反禁令标志指示的,锦绣府园南侧道路西口(单行线),已处理,已交款,小型汽车
浙H6471P,150,0,2018-06-26 08:13,不按规定停放影响其他车辆和行人通行的,贺村广场租赁汽车停车位,已处理,已交款,小型汽车
浙H6471P,100,3,2018-06-09 07:37,人行道不停车让行的,江山市区东岳路(东岳路虎山二街路口),已处理,已交款,小型汽车
浙H6470V,50,0,2020-07-28 09:14,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",东岳路虎山三街路口,已处理,已交款,小型汽车
浙H6470V,50,0,2020-07-10 17:20,机动车不按规定临时停车影响其他车辆和行人通行的,江山市区环城西路环城西路南市街路口至南门路路口,已处理,已交款,小型汽车
浙H6470V,150,0,2020-06-22 17:19,在禁止掉头或者禁止左转弯标志地点掉头的,江山市区江滨路江滨路的南三街路口,已处理,已交款,小型汽车
浙H6470V,50,0,2020-03-09 14:52,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路(云宾路鹿溪路口至县河东路路口路段),已处理,已交款,小型汽车
浙H6470V,100,2,2019-08-27 17:59,不按所需行进方向驶入导向车道的,鹿溪南路-环城南路路口西口,已处理,已交款,小型汽车
浙H6470V,150,6,2019-07-25 21:30,驾驶机动车违反道路交通信号灯通行的,朝阳路-富足山村路口东口,已处理,已交款,小型汽车
浙H6470V,50,0,2019-05-18 12:23,不按规定临时停车影响其他车辆和行人通行的,胜利街-天马一小门口,已处理,已交款,小型汽车
浙H6470V,100,2,2019-05-11 06:13,不按所需行进方向驶入导向车道的,朝阳路-定阳南路路口西口,已处理,已交款,小型汽车
浙H6470V,50,0,2018-11-28 08:11,不按规定临时停车影响其他车辆和行人通行的,同弓乡上红线违停,已处理,已交款,小型汽车
浙H6470V,200,6,2018-10-17 09:48,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,兰贺线0102KM600M（315省道窑里路段）,已处理,已交款,小型汽车
浙H6470L,200,6,2020-04-22 17:45,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1834公里920米贺村镇乌鹰垄村路口,已处理,已交款,小型汽车
浙H6470L,50,0,2019-09-01 10:59,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区环城西路(环城西路云宾路路口至中山路路口路段),已处理,已交款,小型汽车
浙H6470L,150,0,2019-08-28 11:11,不按规定停放影响其他车辆和行人通行的,人民路,已处理,已交款,小型汽车
浙H6470L,50,0,2019-04-09 12:32,不按规定临时停车影响其他车辆和行人通行的,江山市新塘边镇新宾路-中街路（违停）,已处理,已交款,小型汽车
浙H6470L,50,0,2018-12-25 16:13,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙H6470L,150,6,2018-08-30 18:33,驾驶机动车违反道路交通信号灯通行的,县学街-县西街南口,已处理,已交款,小型汽车
浙H6470L,100,2,2018-06-21 20:11,不按所需行进方向驶入导向车道的,世纪大道与宁穿路南口,已处理,已交款,小型汽车
浙H6470L,200,0,2018-04-08 09:10,不按规定停车,塔闵公路进塔汇公路西约350米,已处理,已交款,小型汽车
浙H6467X,150,6,2020-06-28 07:08,驾驶机动车违反道路交通信号灯通行的,迎宾大道礼贤路路口,已处理,已交款,小型汽车
浙H6467X,100,2,2019-08-31 06:32,不按所需行进方向驶入导向车道的,江山市凝秀路-环城西路南口,已处理,已交款,小型汽车
浙H6467X,200,6,2019-07-19 13:08,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1735KM090M下溪,已处理,已交款,小型汽车
浙H6467X,100,2,2019-07-19 10:02,不按所需行进方向驶入导向车道的,开化县城关镇G205-江滨南路南口,已处理,已交款,小型汽车
浙H6467X,50,0,2019-05-23 16:01,不按规定临时停车影响其他车辆和行人通行的,定阳北路（圣力电脑店门口）违停抓拍,已处理,已交款,小型汽车
浙H6467X,100,2,2019-05-03 11:05,不按所需行进方向驶入导向车道的,凝秀北路-文教路北口,已处理,已交款,小型汽车
浙H6467X,100,2,2019-04-19 18:04,遇停止信号时，停在停止线以内或路口内的,G320-S221路口南口,已处理,已交款,小型汽车
浙H6467X,150,0,2019-04-10 10:40,不按规定停放影响其他车辆和行人通行的,常山文峰西路定阳北路-人民路嘉兴棕子门口路段,已处理,已交款,小型汽车
浙H6467X,0,0,2019-03-31 15:26,驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的,常新线0013桩000m,已处理,无需交款,小型汽车
浙H6467X,50,0,2019-03-06 14:32,不按规定临时停车影响其他车辆和行人通行的,江山市区环城西路(环城西路南市街路口至南门路路口),已处理,已交款,小型汽车
浙H6472J,100,2,2019-09-20 17:22,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙H6472J,200,3,2019-09-08 00:32,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道贺村镇天蓬集团路段]）,已处理,已交款,小型汽车
浙H6472J,150,6,2019-08-02 07:49,驾驶机动车违反道路交通信号灯通行的,江山市区东岳路-虎山三街路口南口,已处理,已交款,小型汽车
浙H6472J,100,2,2019-07-30 13:09,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙H6472J,150,0,2019-06-05 18:56,不按规定停放影响其他车辆和行人通行的,常山朝阳路文教路路口-文峰东路路口,已处理,已交款,小型汽车
浙H6472J,50,0,2019-02-26 15:01,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路(东岳路虎山二街路口至虎山三街路口路段),已处理,已交款,小型汽车
浙H6472J,150,0,2018-06-29 12:53,不按规定停放影响其他车辆和行人通行的,江山市区中山路(中山路鹿溪路口至江滨路路口路段)人行道,已处理,已交款,小型汽车
浙H6472J,100,3,2018-04-22 08:24,机动车违反禁止标线指示的,解放路-城中路北口,已处理,已交款,小型汽车
浙H6472J,50,0,2018-03-19 15:14,不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪路(鹿溪路中山路路口至云宾路路口路段),已处理,已交款,小型汽车
浙H6467U,150,0,2020-01-13 10:54,不按规定停放影响其他车辆和行人通行的,常山柚香路路口,已处理,已交款,小型汽车
浙H6467U,150,0,2019-08-28 10:20,不按规定停放影响其他车辆和行人通行的,江山市区江滨路(江滨路的城中路口至中山路口路段),已处理,已交款,小型汽车
浙H6467U,50,0,2019-06-11 18:16,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙H6467U,50,0,2019-05-13 09:45,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路(云宾路鹿溪路口至县河东路路口路段),已处理,已交款,小型汽车
浙H6467U,50,0,2018-10-31 10:29,驾驶机动车行驶时以手持方式使用电话的,云和县S328省道68KM+100M,已处理,已交款,小型汽车
浙H6467U,200,6,2018-10-16 13:17,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,龙丽线（S222）134KM850M附近方向(丽水往松阳),已处理,已交款,小型汽车
浙H6467U,100,2,2018-09-27 16:40,不按所需行进方向驶入导向车道的,松阳县过境公路-新华北路,已处理,已交款,小型汽车
浙H6467U,200,6,2018-07-25 11:57,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,上红线0012KM720M,已处理,已交款,小型汽车
浙H6467U,200,3,2018-07-24 10:24,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,文教西路(徐村路段),已处理,已交款,小型汽车
浙H6467U,50,0,2018-07-16 15:05,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路(云宾路鹿溪路口至县河东路路口路段),已处理,已交款,小型汽车
浙H6460G,100,2,2020-05-15 10:38,不按所需行进方向驶入导向车道的,凝秀路环城西路路口,已处理,已交款,小型汽车
浙H6460G,50,0,2020-05-13 18:26,机动车不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙H6460G,50,0,2020-05-07 15:09,机动车不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪南路鹿溪南路的环城南路路口至城中路路口路段,已处理,已交款,小型汽车
